BookName, Author,Publisher,Code 
证券市场纠纷解决机制中的先行赔付研究,郭艳芳著,法律出版社2022,DF438.74/361
刑期折抵制度研究,石经海著,法律出版社2022,DF613.4/185
侵权法的哲学基础,张铁薇著,法律出版社2022,DF526.4/167
生态文明新时代企业环境会计的改革与发展,孙瑜著,企业管理出版社2021,F275.2/451
人防系统党风廉政建设体系研究,滕进芝_ 孙峰著,浙江大学出版社2022,D261.3/90
社区矫正生态系统多方参与主体研究,杨帆著,浙江大学出版社2021,D926.7/8
社会治理现代化背景下的社会群体心态研究,李萍著,浙江大学出版社2022,C912.2/88
张一鸣管理日志,林军_ 林觉民编著,浙江大学出版社2022,F272-49/73
国际法中有效控制规则研究,曾皓著,武汉大学出版社2022,DF9/262
刑事程序性辩护的有效性研究,石浩旭著,武汉大学出版社2022,DF738.4/86
信息科技法律问题专论,曾炜等著,武汉大学出版社2022,DF374/176
马克思的教育思想及其意义,田毅松著,北京师范大学出版社2022,A811.67/37
中国式民主及其法治保障,中共中央党校 (国家行政学院) 政治和法律教研部_ 中共中央党校 (国家行政学院) 人民民主研究中心编著,人民出版社2022,D62/165
未成年人发展权研究,李文静著,中国政法大学出版社2022,DF484/213
行政给付诉讼类型研究,杨东升著,东南大学出版社2020,DF740.4/211
国外中国模式研究评析,刘爱武著,中国社会科学出版社2022,D616/881
新时代的历史性成就和历史性变革,人民日报理论部编,人民日报出版社2022,D619-53/5
坚持马克思主义指导地位的根本制度研究,黄辉等著,四川大学出版社2022,D621/247
笔迹鉴定技术应用研究,刘建时著,吉林大学出版社2021,DF794.2/47
在情感历程中获得成长.大学生心理成长密码,陆瑜芳编著,上海大学出版社2020,C913.1/317
成长型企业如何打造强势品牌,杜忠著,浙江大学出版社2022,F273.2/1100
程序正义理论,陈瑞华著,商务印书馆2022,DF718/38-2
第二语言学习,王瑞明_ 杨静_ 李利著,华东师范大学出版社2016,H003/26
“法的渊源”意味着什么?,雷磊著,中国政法大学出版社2021,DF03/117
WebAssembly实战,(加) C. 杰勒德·加伦特著,人民邮电出版社2021,TP314/38
精通Rust,(印) 拉胡尔·沙玛_ (芬) 韦萨·凯拉维塔著,人民邮电出版社2021,TP312/2594-2
邦查女孩,甘耀明著,文化发展出版社2018,I247.5/7959
在东坡那边.苏轼记,于坚著,江苏凤凰文艺出版社2021,I267/3896
心理语言学眼动实验设计,白学军_ 王永胜著,科学出版社2021,H0/384
建水记,于坚文字/摄影,中信出版集团股份有限公司2018,I267/3895
波斯纳,(美) 威廉·唐纳尔斯基著,中国民主法制出版社2022,K837.125.19/30
行政法理论基础.传统与革新,沈岿著,清华大学出版社2022,DF304/681
《资本论》哲学思想的当代阐释,孙正聿著,北京师范大学出版社2022,A811.2/8301
卢卡奇研究指南.《历史与阶级意识》中的马克思主义理论.第二卷.物化与革命,张亮主编,江苏人民出版社2022,B515/26
暮色将尽,(英) 戴安娜·阿西尔著,四川人民出版社2022,I561.55/53
Rust实战,(新西兰) 蒂姆·麦克纳马拉著,人民邮电出版社2022,TP312.8/81
天雨流芳.南方科技大学图书馆十年,田磊主编,国家图书馆出版社2020,G259.256-53/2
角斗场的《图兰朵》,田浩江著,三联书店2022,I267/3894
你学习那么好_ 为什么写不好论文?,田洪鋆_ 赵海乐著,北京大学出版社2022,G642.477/55
启蒙与书籍.苏格兰启蒙运动中的出版业,(美) 理查德?B.谢尔著,商务印书馆2022,G239.561/3
创造现代世界.英国启蒙运动钩沉,(英) 罗伊·波特著,商务印书馆2022,B561.2/7
商事法,吳博文著,三民書局股份有限公司2020,DF590.4/64
遇見張愛玲.她從海上來,艾嘉著,五南圖書出版股份有限公司2022,K825.6/1795-2
現代的施蟄存,楊迎平著,秀威資訊科技股份有限公司2017,I206.7/928
登入元宇宙.解放自己_ 擴增夢想的次元,金相均著,大块文化出版股份有限公司2022,TP3-49/13
全球安全、民主與經濟發展之研究,主編者王高成,時英出版社108年 [2019],D81-53/53
六朝情境美学,郑毓瑜著,里仁书局[1997],B83-092/211
杜甫自秦入蜀詩歌析評,作者黃奕珍,里仁書局[2005],I207.227/60
法律與倫理的對話.臺美善終法制探析,張婷著,元照出版有限公司2020,DF795.4/101
東協經貿合作的法制研究,林清汶著,元照出版公司2012,DF415.4/116
債法原理,王澤鑑,三民書局]2021,DF522.4/248
兩種文化.從科學人文的分道揚鑣到跨領域知識的倡議_ 史諾重新思索人類知識本質,史諾著,貓頭鷹出版2020,G301/177-2
不完全給付與物之瑕疵.契約法之現代化II,陳自強著,陳自強2013,DF525.4/126(2)
法律的道德性,(美) 朗·富勒著,五南圖書出版股份有限公司2020,DF0-053/54-3
科學與宗教.400年來的衝突、挑戰和展望,李雅明著,五南圖書出版股份有限公司2021,B913/20-2
「蕃地」統治與「山地」行政.臺灣原住民族社會的地方化,松岡格,臺灣大學出版中心2018,D675.862/5
氣候變遷全球行政法的演變、形貌與影響,林春元著,臺灣大學出版中心2017,DF969/106
Warnings！.全球災難警告，用科學方法洞悉真相,理查德·克拉克_ R.P.艾迪著,联经出版事业股份有限公司2019,C91-49/17
高齡化社會法律之新挑戰.以財產管理為中心,黃詩淳_ 陳自強主编,黃詩淳2019,DF127.58/107-2
話語權的世紀角力.從TED、論壇到智庫，公共知識分子及意見領袖面對「思想產業」的理念拉鋸與道德考驗,丹尼爾·德雷茲納著,麥田出版2020,C912.67/40
學術大師的漏網鏡頭,潘光哲著,臺灣商務印書館股份有限公司2021,K825.4/528
被操弄的真實.演算法中隱藏的政治與權力,泰娜·布策著,臺灣商務印書館股份有限公司2021,G301/176
演化與人性.演化倫理學與儒家思想的創新,李雅明著,三民書局股份有限公司2021,B222.05/559
跨越傳統與現代科技之行政管制與執行法制.第19屆海峽兩岸行政法學學術研討會,社團法人台灣行政法學會主編,元照出版有限公司2019,DF304/680
中國中古的社會與國家.3至9世紀帝京風華、門閥自毀至藩鎮坐大,盧建榮著,新高地文化事業有限公司2021,K240.7/22
隱形牢籠.監控世代下，誰有隱私、誰又有不受控的自由？,彼德·布隆,時報文化出版企業股份有限公司2021,DF484/212
面對蓋婭.新氣候體制八講,布魯諾·拉圖著,群學出版有限公司2019,X24/88
19世紀美國排華運動與清美外交中的白人領事.清駐舊金山副領事傅列秘,洪玉儒著,稻鄉出版社2020,K837.127/412
人本主義與人文學科,洪鐮德著,五南圖書出版股份有限公司2021,B087/44-2
法界緣起.量子力學與金剛經,蔣志純著,五南圖書股份有限公司2021,B946.4/8
自由心證法制新趨勢.從自由心證主義之發展軌跡談起,林賢宗著,五南圖書出版股份有限公司2021,DF721.34/49
漢學與跨文化思維,宋灝,聯經出版事業股份有限公司2020,K207.8/104
學術突圍.當代中國人文學術如何突破“五四知識型”的圍城,顏崑陽著,聯經出版事業股份有限公司2020,C12/65
統計學不能做為大數據分析的工具.原因與補正,作者王冠先_ 李玫郁,機統股份有限公司[2019],C819/286
淞滬會戰.德國軍事顧問呈德國陸總部報告,滕昕雲譯,老戰友工作室軍事文粹部[2020],K265.506/7
張愛玲與《傳奇》,嚴紀華_ 鐘正道合著,五南圖書出版股份有限公司2021,I207.419/141
鬼影俠蹤.聊齋誌異與水滸傳,朱嘉雯著,五南图书出版股份有限公司2021,I207.41/310
民事訴訟法,李淑明著,元照出版公司2020-,DF720.4/515(2)-4
中國中古禮律綜論續編.禮教與法制,高明士著,元照出版有限公司2020,DF092/507
學術工作者的必修學分.學術倫理及研究誠信,周倩主編,高等教育文化事業有限公司2020,G316/36
法律與文學.文學視野中的法律正義,張麗卿著,元照出版有限公司2020,DF0-059/114-3
刑事訴訟法實務與應用,陳世雄著,元照出版有限公司2021,DF730.4/574
最新AI技術.知識圖譜集技術概念大成,肖仰華等編著,深智數位股份有限公司2021,G302/91
胡適的頓挫.自由與權威衝撞下的政治抉擇,黃克武著,臺灣商務印書館股份有限公司2021,K825.4/527
認識自己.西洋哲學史.卷二.從文藝復興到德國觀念論,理察·大衛·普列希特,商周出版2021,B5/308(2)
被外交孤立的台灣.聯合國“中國”代表權22年爭議始末,作者陳文賢,財團法人台灣新世紀文教基金會2019,D822/88
台灣的長期照顧體制發展.國家、市場與第三部門,陳正芬_ 官有垣主編,巨流圖書股份有限公司2020,D675.866/7
女人的中國醫療史.漢唐之間的健康照顧與性別,李貞德著,三民書局公司2020,R271/4
稅法總論,陳清秀著,元照出版有限公司2022,DF432.04/203-12
個人資料保護法論,楊智杰著,元照出版有限公司2022,DF484/211
行政組織法論,黃錦堂著,元照出版有限公司2021,DF30/84-2
受領證？降書？戰後台灣受降的來龍去脈,顏伯川編述,稻鄉出版社2020,K295.8/105
民事訴訟法之研討.廿五,民事訴訟法研究基金會,元照出版有限公司2021,DF720.4/386(25)
商標法專題研究.以商標使用、耗盡原則及混淆誤認之判斷為中心,陳匡正著,元照出版有限公司2020,DF523.34/143
臺灣最高法院刑事裁判年鑑2018,張熙懷編著,元照出版有限公司2020,DF738.4-54/1
臺灣最高法院刑事裁判年鑑.2017,張熙懷編著,元照出版有限公司2020,DF738.4-54/1
藥事管理法制.(二).醫藥分業與專利連結制度,郑慧文 ... [等] 著,元照出版有限公司2021,DF364/778(2)
藥事管理法制.(一).用藥安全與專業責任,王志嘉 ... [等] 著,元照出版有限公司2021,DF364/778(1)
刑事程序與國際人權.三,林鈺雄著,元照出版有限公司2020,DF738/33(3)
意大利稅法要義,翁武耀著,元照出版有限公司2021,DF432.04/322
醫學與法律.3.人體試驗委員會,葛謹著,元照出版公司2021,DF365/214(3)
關聯交易的法律效力審查論綱,朱曉娟_ 劉孟鑫著,元照出版有限公司2021,DF411.914/914
紛爭解決、公私協力、保密與競業,萬國法律事務所著,五南圖書出版公司2019,DF127.58/106
可塑性思考,(日) 佐藤卓著,北京联合出版公司2021,J06/292
中国戏剧史,余秋雨著,北京联合出版公司2021,J809.2/95
世界戏剧学,余秋雨著,北京联合出版公司2021,J80/33
艺术创造学,余秋雨著,北京联合出版公司2021,J04/14
观众心理学,余秋雨著,北京联合出版公司2021,J80-05/6
捡拾足迹.电影课堂与激变世界,戴锦华著,作家出版社2020,J905.1/174
小津安二郎的餐桌,(日) 贵田庄著,中信出版集团2019,J905.313/20
新中国70年儿童电影发展史,谭旭东著,河北少年儿童出版社2019,J909.2/117
纪录片与国家形象传播,陈一著,中国人民大学出版社2019,J952/82
中国电影史学述要.1978-2019,檀秋文著,人民出版社2020,J909.2/116
当电影走进教室.Ⅰ,王晓琳编著,大象出版社2019,J9-49/3
光影童年.五十部优秀儿童电影解读,李锐,山西人民出版社2019,J97/2
从外来杂耍到本土影业.中国电影发生史研究,张隽隽著,中国社会科学出版社2020,J909.2/115
攀登未敢忘初心.上海70年纪念文集,上海电影 (集团) 有限公司编,上海人民出版社2019,J992-53/7
历史题材电视剧创作与中华文化价值观构建研究,李茂华著,四川大学出版社2020,J972/2
电影市场营销与企业战略管理,庄园园著,四川大学出版社2020,J943/15
上海电影产业发展报告,主编荣跃明,上海社会科学院出版社2016-,J992/63
城市与现代性.重绘早期欧美电影,陈涛著,中国人民大学出版社2019,J905.5/6
故事片导演教程,杨璟_ 杨帆编著,西南师范大学出版社2022,J911/41
中国电视剧“乡土叙事”研究,伊正慧 ... [等] 著,中国财富出版社有限公司2021,J905.2/194
上海电影产业报告,上海市文化广播影视管理局,广西师范大学出版社2013-,J992/31
新世纪以来的中国大陆电视剧研究,陶奕骏著,上海远东出版社2019,J905.2/193
影视新声.南京师范大学戏剧与影视学研究生论文集.2020,王晖_ 贾冀川主编,江苏凤凰文艺出版社2020,J8-53/2
摄影与剪辑.微课版,主编康永斌_ 杨华_ 李建伟,中国水利水电出版社2021,J932/23
数字影视后期制作项目式教程.微课版,主编尹敬齐,中国水利水电出版社2021,J932-39/4
大学影视鉴赏,张燕主编,华东师范大学出版社2021,J905/62
数字影视后期制作,黄卓_ 李晶晶主编,化学工业出版社2021,J932-39/3-2
如何拍电影.夏布罗尔导演札记,(法) 克劳德·夏布罗尔_ 弗朗索瓦·盖里夫著,北京联合出版公司2017,J911/40
美学.第三卷,(德) 黑格尔著,北京大学出版社2017,B83/365
艺术的慰藉,(英) 阿兰·德波顿_ (澳) 约翰·阿姆斯特朗著,华中科技大学出版社2019,J0/201
光影大师.伦勃朗,王华帅编著,华中科技大学出版社2020,J205.563/10
地球龙族图鉴,(美) 威廉·奥康纳著,北京科学技术出版社2022,Q95-49/26
迪士尼电影艺术设定集.3.玩具总动员,(美) 查尔斯·所罗门著,人民邮电出版社2019,J905.712/45
迪士尼电影艺术设定集.机器人总动员,(美) 蒂姆·豪瑟著,人民邮电出版社2019,J905.712/44
演技六讲.创造角色的灵魂,(美) 理查德·波列斯拉夫斯基著,四川人民出版社2017,J812.2/9
新媒体环境下的影视作品商业价值评估,王锦慧_ 王闪闪著,光明日报出版社2020,J905.2/192
