BookName, Author,Publisher,Code 
中国债券市场,主编李扬,社会科学文献出版社2015-,F832.51/555
俄罗斯大众传媒研究,李淑华著,社会科学文献出版社2022,G206.3/137
印度洋地区发展报告,主编汪戎_ 万广华,社会科学文献出版社2013,D735/3_D735/8
法律和政治科学,周尚君主编,社会科学文献出版社2019-,DF0-05/54
老龄化社会可持续发展.中德经验与合作案例,德国国际合作机构主编,社会科学文献出版社2021,F124/968
智能交易理论与方法,《智能交易理论与方法》课题组著,经济科学出版社2021,F713.365.2/533
以信息化培育经济增长新动能,国务院发展研究中心课题组著,中国发展出版社2021,F124/969
行政与刑事法律关联问题研究,李楠著,人民出版社2021,DF304/674
中国农村发展与社会治理研究,吴丕_ 王怀乐_ 任刚强等著,北京大学出版社2021,D638/477
民法实务与理论研究,董新中著,中国政法大学出版社2021,DF504/913
气候变化经济学导论,主编潘家华_ 张莹,中国社会科学出版社2021,F061.3/1560
我国数字贸易发展现状及对策研究,林吉双_ 孙波_ 陈和等著,人民出版社2021,F752.6/48
陶渊明先生,黄美金著,江西人民出版社2021,I247.53/98
书边杂写.20世纪中国文学管窥,刘涛著,河南大学出版社2021,I206.7-53/106
北大政治学评论.第10辑,燕继荣主编,商务印书馆2021,D0-53/70(10)
中国特色新闻媒介体制.构成分析与发展前景,秦汉著,人民日报出版社2022,G219.2/507
支持和践行多边主义.中国参与WTO争端解决法律实践 (2011-2020),李詠箑主编,商务印书馆2021,F743.1/37
自媒体时代我国社会主义意识形态传播的话语表达方式研究,刘世衡著,经济科学出版社2021,D616/844
政府规制的维度,崔德华著,光明日报出版社2022,D035/666
长三角一体化发展国家战略的新思考和新实践,上海市发展改革研究院著,上海人民出版社2021,F127.5/185
马克思美好生活观及其当代启示,肖冬梅著,天津人民出版社2021,A811.64/270
生态文明建设理论与实践,谢花林_ 姚冠荣等编著,经济科学出版社2021,X321.2/362
城市土地利用碳排放分析与调控,陈银蓉著,科学出版社2021,F321.1/706
长江大保护中重大水利工程PPP项目风险分担与资产证券化研究,贺正齐_ 黄德春_ 张长征著,南京大学出版社2022,F426.9/112
制造业数字化指数及转型之路,董明等著,科学出版社2021,F407/4
知识女性的自我职业生涯管理研究,段炜著,中国社会科学出版社2021,C913.2/512
新媒体影像传播的社会伦理问题及其治理,周建青著,中国社会科学出版社2021,G206.2/1001
传媒之思,王哲平等著,中国社会科学出版社2021,G210-53/74
恐惧心理学,李少聪著,文化发展出版社2021,B842.6-49/227
中国地方法治发展报告,主编李林_ 田禾,社会科学文献出版社2015-,DF127/84
澳门经济社会发展报告,主编郝雨凡_ 吴志良,社会科学文献出版社2009-,F127.659/6
加拿大发展报告,主编仲伟合,社会科学文献出版社2014-,F171.14/1
全译罗马帝国衰亡史,(英) 爱德华·吉本著,北京日报出版社2021,K126/140
中华文明三论,姜义华著,上海人民出版社2021,K203/685
三国志选注译,赵伯陶注译,中州古籍出版社2021,K236.042/12
天才们_ 请注意.伍迪·艾伦作品集,(美) 伍迪·艾伦著,上海译文出版社股份有限公司2021,I712.15/150
周易内傳校注,(清) 王夫之著,中國社會科學出版社2021,B221.5/395
企业合规与社会治理,主编陈瑞华_ 李玉华,法律出版社2021,DF411.914/903
自由贸易协定框架下投资便利化对全要素生产率影响研究,黄磊著,江西人民出版社2020,F249.71/1
中国新闻传播学访谈录,赵月枝著,河南大学出版社2021,G219.2/508
打击濒危野生动植物及其制品走私执法指南,《打击濒危野生动植物及其制品走私执法指南》编委会编,中国海关出版社有限公司2021,DF623/127
MySQL实用教程.新体系·综合应用实例视频,郑阿奇主编,电子工业出版社2021,TP311.138/664
汉晋之际文士流徙与文学研究,李剑清著,人民出版社2020,D691.71/76
全比较问题数据分发策略研究,高静_ 李雷孝_ 田玉楚著,清华大学出版社2021,TP311.13/405
基于生态位及DEA模型的广东旅游发展态势及经营效率研究与实践,张颖著,东北财经大学出版社2021,F592.765/11
自然语言处理NLP从入门到项目实战.Python语言实现,艾浒著,北京大学出版社2021,TP311.56/415
中国林业研究及循环经济发展探索,刘丽丽_ 冯金元_ 蒋志成著,北京工业大学出版社2021,F326.23/28
外贸企业会计全盘账.进出口业务核算与出口退 (免) 税全流程指南,陈吉尔编著,人民邮电出版社2021,F740.45/24
科技金融创新的理论与策略研究,段菁菁_ 万晓丹著,中国纺织出版社有限公司2021,F832/452
环境工程设备与应用,主编马放_ 田禹_ 王树涛,高等教育出版社2021,X505/51-2
夹缝生存.不堪重负的中产家庭,(美) 阿莉莎·夸特著,海南出版社2021,D771.261/20
业.简论行动、过错和姿势,(意) 吉奥乔·阿甘本著,上海社会科学院出版社2021,DF03/113
跨越边界的亚洲电影.聚焦中国香港和印度,易莲媛著,东方出版社2021,J992/69
从多元到新古典霸权.20世纪上半叶经济学在美国的发展及其影响,张林著,商务印书馆2021,F097.12/26
费孝通之问.人类社会如何走向“美美与共”,方李莉著,商务印书馆2021,K825.4/525
新时代金融精准扶贫理论与实践.以重庆市金融机构扶贫案例为蓝本,高永强_ 肖忠意_ 余劲松著,商务印书馆2021,F832.3/118
月球移民指南,(德) 弗洛里安·M. 内贝尔著,机械工业出版社2020,V1/9
民族地区农文旅融合驱动乡村振兴研究,主编覃建雄,西南交通大学出版社2021,F327/80
发展心理学.桑特洛克带你游历人的一生,(美) 约翰·W. 桑特洛克著,机械工业出版社2020,B844/86
德意志历史.从古至今的德国发展史,(德) 恩斯特·克里斯蒂安·舒特著,重庆出版社2022,K516/9
严重危害医疗秩序失信行为透视及应对措施,主编樊立华_ 倪鑫_ 王永晨,人民卫生出版社2021,DF364/758
社会法学前沿问题研究,赵红梅主编,中国政法大学出版社2020,DF474/33
贸易能力塑造国家能力,马行空著,东方出版社2021,F749/18
看不见的日本,(日) 赤松利市著,北京联合出版公司2021,I313.55/48
批评与意识形态,(英) 特里·伊格尔顿著,北京出版社2021,I0-02/21
买卖合同纠纷101问,刘祎_ 李欣欣著,华中科技大学出版社2021,DF525.5/135
“联合”秩序的建立与演变.从大不列颠到美利坚,郭小雨著,商务印书馆2021,D756.1/15
中国与东盟.命运共同体的生动实践,(老) 素里耶·莫那拉著,新星出版社2021,D822.333/8
人类世的诞生,(英) 杰里米·戴维斯著,生活·读书·新知三联书店2021,K107/105
从前的中国,(日) 竹内康浩著,新星出版社2022,D691.9/87
网络传播有害信息的刑法规制,黄波著,知识产权出版社有限责任公司2022,DF604/1156
感受自由,(英) 扎迪·史密斯著,上海译文出版社有限公司2021,I561.65/137
中国古代社会治安人口信息研究,黄进著,法律出版社2021,DF340.9/4
新九叶 译诗集,(丹) 琵雅·塔夫德鲁普_ (美) 约翰·阿什贝利等著,广西师范大学出版社2021,I12/78
劳动财产理论研究,林立成著,知识产权出版社有限责任公司2021,F014.31/40
清代州县裁判文书研究,孟烨,知识产权出版社有限责任公司2021,DF092.49/92
9堂课玩转快手+快影短视频,郝倩编著,清华大学出版社2021,F713.365.2/534
9堂课玩转抖音+剪映短视频,耿慧勇_ 杨志_ 姜赫阳编著,清华大学出版社2021,F713.365.2/535
社群三板斧.持续增长新动能,卢彦著,机械工业出版社2020,F713.365.2/536
以“法事情人”视角破解古典诗词,包君成主编,新华出版社2020,I207.22/781
用得上的哲学.破解日常难题的99种思考方法,徐英瑾著,上海三联书店2021,B80-49/31
京津冀大气污染治理一体化立法研究.国际视野与区域问题,朱京安著,人民出版社2021,DF468.34/57
劳动争议裁判精要与规则适用,人民法院出版社_ 《法律家》实践教学编委会编,人民法院出版社2021,DF479.15/97
黑社会性质组织犯罪的法律适用研究,刘振会著,人民法院出版社2021,DF611.4/263
被唤醒的条款.反倾销特殊市场情形规则理论与实务,白明著,人民出版社2021,F115/30
中国金融科技风险及监管研究,张红伟著,中国金融出版社2021,F832/453
我国养老金缺口测算及对策研究,王立剑著,人民出版社2021,F249.213.4/33
《文心雕龙》与楚辞之关系研究,赵红梅著,人民出版社2021,I206.2/707
新发展理念的理论逻辑与实践研究,刘宗涛著,人民出版社2021,F124/970
新时代广东省人口发展问题研究,韩靓著,人民出版社2021,C924.24/325
保险风险模型的分红与破产分析,刘章著,经济管理出版社2021,F840.323/8
认识管理,(美) 彼得·德鲁克著,机械工业出版社2020,F272/1028
分享经济视角下旅游P2P住宿商业模式发展机理研究,刘佳杰著,燕山大学出版社2021,F719.2/479
基于大数据的经济分析,史丹主编,中国社会科学出版社2019,F224.12/45
行政执法效能的程序保障机制研究.兼论行政执法程序立法完善,王亚利著,中国政法大学出版社2021,DF312.4/66
崩盘.全球金融危机如何重塑世界,(英) 亚当·图兹著,上海三联书店2021,F831.59/155
助力小微企业融资的财政金融制度研究,马喆著,辽宁大学出版社有限责任公司2020,F279.243/511
期权投资的前沿理论与实证分析,黄勉_ 何康_ 王夕阳编著,上海财经大学出版社2021,F832.5/955
土地制度、结构转型与经济发展,黄忠华_ 杜雪君著,上海交通大学出版社2021,F321.1/708
金融统计中的大样本理论研究,周力凯著,浙江大学出版社2021,F830.2/447
中国当代小说八论,张学昕著,作家出版社有限公司2021,I207.42/327
中国沿边地区对外开放新格局,梁滢著,北京工业大学出版社2021,F125/230
中国城镇职工基本养老保险改革.经济效应、制度设计与财务可持续性,孙永勇著,人民出版社2021,F842.612/74
新媒体时代的动漫与文化形象建构传播,牛旻著,化学工业出版社2021,J954/243
税收滞纳金制度建设研究,汪小龙_ 许淑君_ 丁佐琴著,西南财经大学出版社2021,DF432.04/315
中国金融开放.市场导向下的均衡选择,吴晓求等著,中国金融出版社2021,F832.0/66
广州市人口老龄化空间结构演变及机制研究,童新梅著,科学出版社2021,D669.6/225
移动云环境下的可信计算理论,郑瑞娟 ... [等] 著,人民邮电出版社2021,TP393.027/59
中西文明对话与文化比较.《周易》辩证逻辑与黑格尔辩证逻辑比较研究,李墨著,九州出版社2022,B221.5/396
文本、话语与政治.新闻传播研究的新视野,阎立峰 ... [等] 著,九州出版社2021,G210/447
我国中小银行功能定位与中小企业融资问题研究,胡国晖著,企业管理出版社2021,F279.243/512
中国企业品牌国际化路径研究.跨国并购视角,谌飞龙著,企业管理出版社2021,F279.23/1873
新时期中国企业高质量发展问题研究,魏成龙等著,企业管理出版社2021,F279.23/1874
格尔达·勒纳与美国女性史学转型研究,金利杰著,科学出版社2021,K097.12/11
时尚管理与传播.理论与实践相结合的时尚行业研究,(英) 奥尔加·米特费纳著,中国纺织出版社有限公司2021,F713.3/1179
史事宗易学研究,曾华东著,江西人民出版社2021,B221.5/397
中国新闻业的源起.从嵌入到融入的实践考察,张垒著,河南大学出版社2021,G219.2/509
发掘好新闻.改革开放初期中国新闻观念研究,武楠著,河南大学出版社2021,G219.2/510
东北地区都市圈、城市群协同发展研究,曹洪滔著,东北大学出版社2021,F299.27/119
元宇宙大投资,焦娟_ 易欢欢_ 毛永丰著,中译出版社2021,F830.59/1631
商事人格权纠纷律师实务,主编庞标_ 陈喻伟,法律出版社2021,DF526.4/159
公共图书馆古旧文献管理与服务,许莉著,湖南大学出版社2021,G258.2/6
农业产业转型与农村经济结构升级路径研究,解静著,北京工业大学出版社2020,F321/67
全域旅游视角下的乡村旅游思考与发展实践,李倩著,北京工业大学出版社2020,F592.3/339
乔治·爱略特作品中的国民性研究,杜海霞_ 卢艳梅著,北京工业大学出版社2021,I561.074/135
“一带一路”沿线国家政府债务研究,鲍洋著,中国社会科学出版社2021,F811.5/14
成渝地区双城经济圈建设的法治保障研究,张立哲著,西南财经大学出版社2021,DF127/139
农村生产经营、生活法律问题实例解答,主编徐建新,人民法院出版社2021,DF413.1/9
日美博弈战,(日) 鹫尾友春著,中国友谊出版公司2021,F753.13/10
我国地方政府债务风险防范问题研究,王凡一著,民主与建设出版社有限责任公司2021,F812.7/287
两晋南北朝隋唐婚姻制度研究,陈娟著,安徽师范大学出版社2021,DF551.09/2
精益管理法,董立杰_ 董立志著,企业管理出版社2021,F426.4/361
美国政党政治.非对称·极端化·不妥协,(美) 迈特·格罗斯曼_ (美) 戴维·霍普金斯著,当代世界出版社2021,D771.264/20
客户经营.培育私域流量与社交裂变 制胜存量竞争时代,姚群峰著,企业管理出版社2021,F274/1590
破解薪酬分配难题.薪酬体系设计与构建,狄振鹏著,企业管理出版社2021,F272.923/49
德国保安处分制度研究,赵冠男著,湖南师范大学出版社2021,DF88/46
3ds Max角色动画实训,王晓_ 汤力主编,吉林科学技术出版社2021,TP391.414/215
政府和社会资本合作法律机制研究,肖华杰著,辽宁大学出版社有限责任公司2020,DF438.04/412
王阳明心学思想研究,张海涛著,九州出版社2021,B248.25/121
新时代中国特色社会主义经济思想研究,刘雅静著,山东大学出版社2021,F120.2/263
智能制造背景下传统制造业转型升级的路径与机制研究,陈抗著,江苏人民出版社2021,F426.4/363
数字经济理论与治理,杨东_ 徐信予著,中国社会科学出版社2021,F49/302
中国文学史新论,刘跃进_ 刘怀荣主编,中国社会科学出版社2021,I209-53/15
如何谈论新诗.本体认知与批评方法,荣光启著,商务印书馆2021,I207.22/782
中国老龄社会的特征、规律与前景研究,翟振武_ 陈卫_ 张文娟等著,龙门书局2021,C924.24/326
让社区治理活起来.基于“开放空间会议+”的理论与实践,张继军著,中国社会科学出版社2021,D669.3/647
美国优先和美国梦.1900-2017,(美) 莎拉·丘奇威尔著,社会科学文献出版社2021,K712.5/19
儒家事功伦理研究,李雪辰著,中国社会科学出版社2021,B222.05/552
社会转型中的当代青年婚姻心理研究,李涛著,中国社会科学出版社2021,C913.13/106
论马克思法律思想的批判性.从《黑格尔法哲学批判》到《梅因笔记》,黄点点著,中国社会科学出版社2021,A811.64/272
奠基金融帝国.美国塔夫脱政府“金元外交”研究,江振鹏著,中国社会科学出版社2021,F837.129/69
人力资源优化管理研究,任广新著,北京工业大学出版社2021,F279.23/1875
农民工婚姻冲突.现状与影响因素,杨婷著,社会科学文献出版社2021,D669/274
建设中国特色哲学社会科学专业图书馆.中国社会科学院图书馆“十三五”建设实践,王岚_ 赵慧_ 赵以安等著,社会科学文献出版社2021,G258.5/2
国有企业改革法律治理研究.基于竞争中立的视角,胡海涛著,社会科学文献出版社2022,DF411.914/904
中国自贸区发展报告,主编王力,社会科学文献出版社2016-,F752/363
“80后”少数民族作家群研究,李晓伟著,作家出版社有限公司2021,I206.7/920
基于应用视角的财务报告分析与现实意义研究,李俊秀_ 于秋丽著,北京工业大学出版社2021,F231.5/373
英美女性文学理论及作品赏析,王慧著,北京工业大学出版社2021,I561.06/42
中国企业对外直接投资风险与方向研究,袁峰著,北京工业大学出版社2021,F279.247/192
中国绿色金融有效供给研究,奚宾著,上海社会科学院出版社2021,F832.0/67
邻接权制度体系化研究,王超政著,知识产权出版社有限责任公司2021,DF523.14/334
我国数字经济发展的劳动力市场效应研究,李宏兵著,知识产权出版社有限责任公司2021,F249.212/54
文娱综艺行业知识产权法实务研究,陶乾_ 赵天娟著,知识产权出版社有限责任公司2021,DF523.04/1295
新进口观下的中国进口贸易发展,白明著,中国言实出版社2020,F752.61/11
满族说唱文学子弟书与满汉文化融合研究,王立著,东北大学出版社2021,I207.39/11
汇率波动对我国企业境外并购的影响研究,孟为_ 郭雪萌_ 肖序著,北京交通大学出版社2021,F279.214/17
哲学思维与领导能力,贾高建著,中共中央党校出版社2021,C933/585
近代长江下游地区城市转型研究,朱庆葆 ... [等] 著,江苏人民出版社2022,F299.29/37
欧盟的多重困境与一体化前景,简军波主编,上海人民出版社2021,D814.1/735
农村土地流转法律问题实例解答,主编朱深远,人民法院出版社2021,DF452.4/109
“一带一路”视阈下的周边公共外交,王秋彬主编,世界知识出版社2020,D822/84
生态环境法治实施.评估体系与实证考察,何卫东著,上海三联书店2021,DF468.4/142
诗与远方.新时代文化和旅游融合发展研究,汪骁编,文化艺术出版社2021,F592.3/340
先秦历史与文化的多维度思考,晁天义著,中国社会科学出版社2021,K220.3/40
品牌大渗透.解密品牌快速起步与持续增长的底层逻辑,麦青Mandy著,化学工业出版社2022,F713.3/1180
PPP类项目的政府债务质量及补偿机制,高华_ 朱俊文著,科学出版社2022,F812.7/288
激励机制错位与企业全要素生产率研究,盛明泉著,科学出版社2021,F272.92/2028
分析哲学与诠释学的融合.阿佩尔先验语用学研究,李红著,中国社会科学出版社2021,B089/285
社区治理问题与创新研究.基于治理体系与治理能力评价的实证分析,萧鸣政等著,中国社会科学出版社2021,D669.3/648
中国礼学思想发展史研究.从中古到近世,王启发著,中国社会科学出版社2021,K892.9/99
刑法罪名与定罪量刑标准精解,刘莹著,法律出版社2021,DF613.4/78-5
跨区域生态环境协同执法机制研究,郭大林著,中国政法大学出版社2021,DF468.04/273
生态文明视野下自然资源法治研究,高桂林_ 杨雪婧著,中国政法大学出版社2021,DF460.4/181
中国参与国际太空合作的知识产权制度完善研究,李杜著,法律出版社2021,DF523.04/1293
冷案.评估模型与侦查员的后续调查策略,(美) 詹姆斯·M. 爱德考克_ 莎拉·L. 斯坦著,中国政法大学出版社2022,DF793/501
中华文明五千年,冯天瑜著,北京大学出版社2022,K209/323
全球化简史,(美) 马克·莱文森著,浙江文艺出版社2022,C913-49/16
俄罗斯及中亚五国矿产资源法,主编叶小伟_ 马华东,中国地质大学出版社2021,DF462.1/6
房屋买卖合同纠纷疑难案件裁判要点与依据,陈枝辉编著,法律出版社2021,DF458.5/16-4
山地民族文化经济学,翁天均_ 冯佺光著,西南财经大学出版社2019,G05/102
政府电子服务能力指数报告,胡广伟_ 司文峰_ 杨金龙等著,中国社会科学出版社2017-,D63-39/41
大数据学科与技术路线图,中国电子学会编著,中国科学技术出版社2021,F492/58
新时代平安中国建设,李诗学著,中共中央党校出版社2022,D63/568
区域新农村建设发展战略与实践,郝晋珉_ 牛灵安_ 艾东主编,中国农业大学出版社2022,F320.3/86
中华人民共和国刑法及司法解释全书,法律出版社法规中心编,法律出版社2022,DF605/324-12
中华人民共和国道路交通法律法规全书,法律出版社法规中心编,法律出版社2022,DF341/182-5
中华人民共和国农业农村法律法规全书,中国法制出版社,中国法制出版社2021,DF413.11/11-8
法律文化论丛,霍存福_主编,法律出版社2013-,DF081/77
数据可视化.从小白到数据工程师的成长之路,刘英华著,电子工业出版社2019,TP274/578
创新激励研究,程新生_ 赵旸_ 苏日娜著,北京大学出版社2022,F273.1/318
ERP.从内部集成起步,陈启申编著,机械工业出版社2012,F270.7/212-3
美国西进运动探要,张友伦著,天津人民出版社2022,K712.42/7
量化投资学原理,何诚颖等著,中国商务出版社2022,F832.48/365
自然辩证法.开辟交叉学科创新之路,童世骏_ 成素梅主编,上海人民出版社2022,N031/70
我国银行信贷错配的经济效应及优化机制研究,袁庆禄著,中国金融出版社2021,F832.4/216
良法善治.建制史鉴与吏治得失,国家图书馆编,国家图书馆出版社2022,D691.2-53/7
中国生命哲学真理观,杜保瑞著,人民出版社2019,B083/99
日本公共养老保险,于洋_ 刘晓梅编著,中国劳动社会保障出版社2021,F843.13/6
社会信用建设实践.关键问题、实施路径和发展方向,卢盛羽著,中国经济出版社2021,F832.4/217
金融变革与银行守正,黄志凌著,中国金融出版社2022,F832/448
生态旅游发展的中国模式,石培华 ... [等] 编著,中国旅游出版社2022,F592.3/338
燕赵非物质文化遗产法律保护机制研究,苏艳英著,中国政法大学出版社2021,DF364/757
马克思哲学的当代性研究,贺来著,中央编译出版社2021,B0-0/656
跨国收养法律冲突的解决路径.中国经验与方案,蒋新苗著,武汉大学出版社2022,DF552.4/41
中国老龄化社会的老年性犯罪,王志强著,中国政法大学出版社2021,DF624.4/71
新媒体时代马克思主义理论传播研究,杨义著,吉林大学出版社2022,A81/390
新时代高校图书馆社会化服务与创新,云玉芹著,吉林人民出版社2021,G258.6/57
纳税人权利保护法治化研究,郝朝信著,法律出版社2021,DF432.04/314
智慧司法的理论与实践研究,刘薇_ 孙占利_ 王婧著,中国政法大学出版社2021,DF804/54
预算绩效管理理论研究与案例解读,靳光玫_ 陈原著,吉林大学出版社2022,F810.3/79
马克思主义国家治理理论的历史逻辑,李晓乐著,吉林大学出版社2022,A811.64/269
经济法基本问题研究,吴蕾著,吉林大学出版社2022,DF410.4/671
正义德性论,王红阳著,经济科学出版社2021,B82/535
中国能源效率及碳减排潜力综合实证研究,陈真玲著,中国财政经济出版社2022,F206/38
贸易开放下我国产业结构变动的碳排放效应研究,胡剑波著,人民出版社2021,F269.24/121
如何把论文写在祖国大地上,李志军_ 尚增健主编,经济管理出版社2022,G322-53/2
基于深度学习的人工智能机器探索与实践,薛义增_ 郭秀霞著,中国原子能出版社2021,TP242.6/11
马克思的资本主义生态批判思想研究,罗川著,吉林大学出版社2022,A811.693/46
似水流年,张恨水著,陕西师范大学出版总社2022,I246.4/152
极简经济学.有趣又实用的80个经济学常识,朱虹编著,化学工业出版社2022,F0-49/492
理解资本主义.竞争、统制与变革,塞缪尔·鲍尔斯 ... [等] 著,中国人民大学出版社2022,F03/251
中华人民共和国法律全编,法律出版社法规中心编,法律出版社2022,DF126/151-14
太阳照在桑干河上,丁玲著,人民文学出版社1956,I247.5/7902
斯宾诺莎的自然法革命,(葡) 坎普斯著,华东师范大学出版社2022,B563.1/27
中华人民共和国工会法释义,主编张勇_ 许山松,中国法制出版社2022,DF476.5/6
要怎么收获，先那么栽,胡适著,北京时代华文书局2021,I266/549
随着日子往前走,陆小曼著,北京时代华文书局2021,I266/550
影响美国历史的商业七巨头,(美) 理查德·S. 泰德罗著,中国人民大学出版社2022,K837.12/18
非自然死亡,(英) 理查德·谢泼德著,译林出版社2022,DF795.1/23
新世界.亚非团结的中国实践与渊源,著殷之光,当代世界出版社2022,D829.3/3
李白自天而降,张炜著,河南文艺出版社2016,I267/3816
大黑暗前后的翻腾跌宕.对《三国志》的政治/战略解读,时殷弘编著,商务印书馆2022,K236.042/11
中国当代文学选本.第8辑,王昕朋主编,中国言实出版社2022,I217.61/428(8)
不同路径选择下我国新型农村金融机构改革绩效研究,安翔著,经济科学出版社2021,F832.35/335
面向大数据的网络经济学研究,曹怀虎著,经济科学出版社2021,F49/301
新时代大学生马克思主义哲学教育研究,张明娜著,吉林大学出版社2022,B0-0/657
企业劳动争议法律实务与案例精解,杜军主编,中国法制出版社2022,DF479.15/96
计算机网络基础与安全技术研究,赵伯鑫_ 李雪梅_ 王红艳著,吉林大学出版社2022,TP393.08/550
激活组织绩效,杨振天著,中国商务出版社2021,F272.9/775
法国哲学史,(法) 列维·布留尔著,中央编译出版社2021,B565/16
新时代的中国国家制度与法律制度建设,公丕祥主编,法律出版社2021,DF0/1143
军事刑法的秩序价值研究,王全达著,中国政法大学出版社2021,DF604/1154
当代中国哲学的情理学派,崔罡_ 郭萍主编,山东大学出版社2021,B262.5/20
中国地方立法报告,主编付子堂,社会科学文献出版社2018-,DF127/114
马克思主义中国化思想通史,孙建华著,人民出版社2019,D61/937
供给侧结构性改革下我国降低物流成本的路径与政策研究,龚雪著,人民出版社2022,F259.2/19
政府信息公开的例外制度研究,戚红梅著,人民出版社2021,D630.1/558
斯大林传,(苏) 德·安·沃尔科戈诺夫著,上海人民出版社2021,A741/15
西方激进女权主义思想批判研究,王善英著,中国社会科学出版社2022,D440/115
唐诗宋词.韵律之美与文人情怀,杜爱萍_ 文元著,五洲传播出版社2022,I207.227/58
技术侦查措施立法问题研究,邓立军主编,中国政法大学出版社2021,DF793.2/98
清华法律评论,主编马俊驹,清华大学出版社1998-,DF0/30(4)_DF0/30_DF0/30(2)
中国共产党领导科技法制建设历史经验研究,戴显红等著,人民出版社2022,DF370.9/1
中国社会科学院国际形势报告,谢伏瞻主编,社会科学文献出版社2020-,D50/88
中国企业对“一带一路”沿线国家投资的保险法律问题实证研究,王淑敏_ 刘笑晨等著,北京大学出版社2021,DF438.44/184
银行金融信贷担保法律要点及案例解析,戚诚伟_ 蔡晓霁_ 朱颖编著,法律出版社2022,DF438.25/20
中国应急预算制度构建,王秀芝等著,中国社会科学出版社2021,D630.8/65
先秦政治思想史,梁启超著,中央编译出版社2021,D092.2/57
人工智能,李睿深_ 石晓军_ 郝英好编著,国防工业出版社2022,E919/35
比较政治学.理论与方法,(美) B. 盖伊·彼得斯著,上海人民出版社2022,D0/685
类型思维与刑法方法,杜宇著,北京大学出版社2021,DF604/1155
国际数据法学,武长海主编,法律出版社2021,DF494/103
故宫简史,马毓鸿著,汕头大学出版社2020,K928.74/27
基于空间正义的城市治理研究,董慧著,中国社会科学出版社2022,F299.23/178
行走中国.人文风情和自然生态发现之旅,雷东军著,中国工人出版社2022,K928.9/252
大国脚步.中国投融资体制改革70年,覃家琦著,中国财政经济出版社2021,F832.48/366
中华人民共和国股权投融资法律法规全书,法律出版社法规中心编,法律出版社2022,DF438.71/54-3
中华人民共和国劳动和社会保障法律法规全书,法律出版社法规中心编,法律出版社2022,DF470.1/85-13
监狱管理学,马臣文主编,化学工业出版社2022,DF87/356
突发公共卫生事件应急指引,郭新彪_ 刘君卓主编,化学工业出版社2022,R199.2/3-3
习近平关于坚持和完善党和国家监督体系论述摘编,中共中央纪律检查委员会_ 中华人民共和国国家监察委员会_ 中共中央党史和文献研究院编,中央文献出版社2022,D2-0/337
企业项目化管理范式.企业整体管理系统解决方案,韩连胜著,机械工业出版社2022,F273.1/141-3
中华人民共和国金融法律法规全书,法律出版社法规中心编,法律出版社2022,DF438.01/51-4
生活方式绿色化之绿色出行,曲英著,大连理工大学出版社2021,F512.3/24
中国能源电力发展展望,国网能源研究院有限公司著,中国电力出版社2017-,F426.2/304
中国地下水资源调控,李原园_ 郦建强_ 于丽丽等著,中国水利水电出版社2021,P64/83
政府规制与中国对外直接投资发展研究,龙晓柏著,中国经济出版社2021,F832.6/401
中华人民共和国文化和旅游法律法规全书,法律出版社法规中心编,法律出版社2022,DF414.1/74-3
环境生态与人类文明.对生命的认识与感悟,张建彪_ 董川著,化学工业出版社2022,K103/225
中国社会统计年鉴,国家统计局社会和科技统计司编,中国统计出版社2006-,C832-54/7
商业银行气候融资研究,中国邮政储蓄银行绿色金融课题组著,中国金融出版社2022,F832.33/426
普惠金融论纲,邢乐成著,经济科学出版社2021,F832/449
中国环境规划与政策,王金南_ 陆军_ 吴舜泽主编,中国环境出版社2015-,X-012/44
全球领先企业创新发展报告.2021年,南方电网能源发展研究院有限责任公司_ 南方电网澜湄国家能源电力合作研究中心编著,中国电力出版社2021,F273.1/319
信息安全风险评估手册,郭鑫编著,机械工业出版社2022,TP309-62/1-2
走近挑战杯.全国“挑战杯”大学生课外学术科技作品竞赛哲学社会科学类参赛指南,彭青和主编,北京航空航天大学出版社2021,G644/58
中国战略性大宗商品发展报告,主编孙海鸣,经济管理出版社2014-,F723.8/6
智能机器人.从技能传递到人机协作,傅剑著,武汉理工大学出版社2022,TP242.6/12
现代文化市场体系建设研究,方卿等著,武汉大学出版社2021,G124/306
计算机数学基础,(德) 克里斯托弗·迈内尔_ 马丁·马德亨克著,清华大学出版社2022,TP301.6/162
人工智能基础及应用,周俊_ 秦工_ 熊才高主编,华中科技大学出版社2021,TP18/228
人工智能基础,主编谷宇,机械工业出版社2022,TP18/229
城市交通与低碳发展,程东祥编著,东南大学出版社2021,F572/14
全球低碳经济发展与中国的路径选择,贾林娟_ 刘辉著,合肥工业大学出版社2021,F113.3/18
长江经济带绿色发展模式研究,田欣_ 刘冬_ 邹长新编著,中国环境出版集团2021,F127.5/184
银行业信息安全攻防与风险管控,李勇编著,机械工业出版社2022,F830.49/339
政治经济学季刊,主编刘涛雄,社会科学文献出版社2018-,F0-55/9
上海经济发展报告,主编左学金_ 陈维,社会科学文献出版社2007-,F127.51-55/1
分享的力量.数字经济时代的生态创新,谢雅楠著,中国经济出版社2022,F492/59
我的世界,张明著,作家出版社2022,I247.57/589
新时代廉政建设探索与实践,主编陈范华,武汉大学出版社2022,D262.6/178
企业信息安全外包与保险的决策优化及风险控制,董坤祥著,经济科学出版社2022,F272.7/208
